CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SeniorCitizen,SupportCalls,StreamingService,PaperlessBilling,Churn
CUST01025,66.0,Female,2,82.48,2118.42,Two year,Fiber optic,Electronic check,No,2,No,Yes,No
CUST01026,42.0,Female,5,118.79,7384.12,Month-to-month,Fiber optic,Credit card,No,1,No,No,No
CUST01027,62.0,Male,3,63.84,2448.51,Month-to-month,Fiber optic,Bank transfer,Yes,2,No,No,No
CUST01028,61.0,Female,9,26.64,2928.39,Month-to-month,Fiber optic,Mailed check,No,2,No,Yes,No
CUST01029,34.0,Female,1,115.68,1632.34,Two year,Fiber optic,Credit card,No,2,Yes,No,No
CUST01030,60.0,Female,2,99.29,2384.08,Month-to-month,Fiber optic,Credit card,No,1,Yes,Yes,Yes
CUST01031,20.0,Female,8,59.84,5818.85,Month-to-month,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST01032,48.0,Female,10,118.22,14068.14,One year,Fiber optic,Bank transfer,No,1,Yes,Yes,Yes
CUST01033,30.0,Female,10,54.56,6665.39,One year,DSL,Electronic check,No,0,Yes,No,No
CUST01034,24.0,Male,8,57.22,5615.95,Two year,Fiber optic,Credit card,No,2,No,Yes,No
CUST01035,22.0,Female,5,80.97,4647.35,Month-to-month,Fiber optic,Bank transfer,No,3,No,Yes,Yes
CUST01036,54.0,Male,9,47.44,5080.38,One year,DSL,Electronic check,No,0,No,Yes,No
CUST01037,35.0,Male,9,89.85,9526.59,Two year,No,Bank transfer,No,0,No,Yes,Yes
CUST01038,55.0,Male,8,35.3,3311.56,Month-to-month,DSL,Mailed check,No,0,No,Yes,No
CUST01039,21.0,Female,3,30.82,1093.72,Month-to-month,DSL,Credit card,Yes,3,Yes,Yes,Yes
CUST01040,34.0,Female,10,73.49,8873.78,Two year,Fiber optic,Bank transfer,No,0,Yes,No,Yes
CUST01041,46.0,Male,4,75.55,3555.43,Two year,DSL,Electronic check,Yes,7,Yes,No,No
CUST01042,58.0,Male,9,30.68,3278.45,Month-to-month,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01043,34.0,Male,5,116.4,6700.72,Month-to-month,Fiber optic,Electronic check,No,1,Yes,No,No
CUST01044,50.0,Female,8,77.33,7368.95,Two year,DSL,Mailed check,No,0,Yes,Yes,No
CUST01045,63.0,Male,4,35.12,1679.52,One year,No,Bank transfer,No,2,No,Yes,No
CUST01046,49.0,Female,7,51.15,4265.66,Two year,DSL,Bank transfer,No,2,No,No,No
CUST01047,30.0,Male,10,100.01,12109.43,Two year,Fiber optic,Electronic check,Yes,2,Yes,No,No
CUST01048,19.0,Male,0,72.32,342.01,Month-to-month,No,Electronic check,No,1,No,Yes,No
CUST01049,62.0,Male,4,38.83,1914.04,Two year,Fiber optic,Electronic check,Yes,1,Yes,No,Yes
CUST01050,19.0,Male,9,30.3,3342.07,Month-to-month,No,Mailed check,No,1,No,No,Yes
CUST01051,63.0,Female,0,63.08,413.01,Two year,No,Mailed check,No,2,Yes,Yes,No
CUST01052,45.0,Male,9,53.75,5768.88,Two year,No,Credit card,No,1,No,Yes,No
CUST01053,66.0,Male,5,85.59,4970.65,One year,DSL,Credit card,Yes,3,No,No,No
CUST01054,59.0,Male,6,112.51,8392.46,One year,Fiber optic,Credit card,No,1,No,No,No
CUST01055,69.0,Male,4,44.78,2217.26,Month-to-month,No,Electronic check,No,1,Yes,Yes,No
CUST01056,36.0,Male,0,105.51,472.54,Month-to-month,No,Mailed check,No,2,No,Yes,No
CUST01057,57.0,Male,5,112.03,6486.93,Month-to-month,No,Mailed check,No,0,Yes,Yes,No
CUST01058,38.0,Female,9,110.18,11601.94,Two year,No,Credit card,Yes,2,Yes,Yes,No
CUST01059,42.0,Female,4,115.19,5315.23,One year,Fiber optic,Electronic check,No,1,No,No,No
CUST01060,50.0,Male,5,104.2,6397.11,Month-to-month,DSL,Bank transfer,No,0,Yes,Yes,Yes
CUST01061,63.0,Male,10,79.34,9583.05,Two year,DSL,Electronic check,No,4,No,Yes,No
CUST01062,68.0,Female,9,60.99,6757.78,Month-to-month,DSL,Electronic check,Yes,1,No,No,No
CUST01063,57.0,Male,6,69.17,4906.29,Two year,DSL,Credit card,No,2,Yes,No,No
CUST01064,39.0,Male,6,107.25,7906.16,One year,DSL,Mailed check,No,3,No,Yes,No
CUST01065,39.0,Male,1,50.15,487.57,One year,DSL,Mailed check,No,1,Yes,No,Yes
CUST01066,56.0,Male,2,35.94,876.05,Month-to-month,DSL,Bank transfer,No,4,No,No,No
CUST01067,30.0,Female,5,34.1,2038.98,Two year,No,Mailed check,No,1,Yes,No,No
CUST01068,24.0,Male,2,102.69,2672.84,Month-to-month,DSL,Mailed check,No,2,Yes,Yes,Yes
CUST01069,36.0,Female,1,,1269.95,Month-to-month,DSL,Bank transfer,Yes,3,No,Yes,No
CUST01070,33.0,Male,3,69.76,2383.57,One year,Fiber optic,Bank transfer,No,4,Yes,No,No
CUST01071,33.0,Male,4,47.5,2417.71,Two year,No,Credit card,No,2,No,Yes,No
CUST01072,30.0,Female,10,87.75,10700.65,Month-to-month,DSL,Credit card,Yes,2,Yes,No,No
CUST01073,20.0,Male,9,23.86,2556.26,Two year,DSL,Credit card,No,2,Yes,No,No
CUST01074,19.0,Female,8,76.82,7525.0,Two year,DSL,Credit card,No,1,No,Yes,No
CUST01075,68.0,Male,2,59.85,1600.39,One year,DSL,Mailed check,Yes,3,Yes,Yes,Yes
CUST01076,40.0,Female,2,117.77,3102.18,One year,DSL,Credit card,Yes,1,No,Yes,No
CUST01077,38.0,Male,5,70.76,,Month-to-month,Fiber optic,Electronic check,No,2,Yes,Yes,Yes
CUST01078,53.0,Female,4,75.22,3645.61,Month-to-month,No,Bank transfer,No,2,Yes,Yes,Yes
CUST01079,29.0,Male,5,91.23,5258.33,One year,Fiber optic,Credit card,No,4,No,No,Yes
CUST01080,66.0,Female,6,68.45,4791.01,Month-to-month,Fiber optic,Bank transfer,No,2,No,No,No
CUST01081,58.0,Male,10,42.47,5219.12,One year,DSL,Mailed check,No,3,No,Yes,No
CUST01082,23.0,Female,2,73.73,1888.77,Month-to-month,Fiber optic,Credit card,No,1,Yes,No,No
CUST01083,39.0,Male,4,114.41,5165.92,One year,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01084,63.0,Female,7,60.99,5140.95,One year,Fiber optic,Bank transfer,No,2,Yes,Yes,Yes
CUST01085,66.0,Male,3,87.96,3084.81,Two year,No,Credit card,No,2,No,Yes,Yes
CUST01086,42.0,Male,9,117.78,12587.5,One year,DSL,Electronic check,No,2,No,Yes,Yes
CUST01087,49.0,Male,1,102.98,1270.72,Month-to-month,No,Mailed check,No,3,Yes,Yes,No
CUST01088,,Male,3,85.9,2999.6,Month-to-month,No,Electronic check,No,1,No,Yes,No
CUST01089,69.0,Male,1,93.59,983.57,One year,DSL,Mailed check,No,2,No,Yes,No
CUST01090,30.0,Female,2,113.63,3025.64,One year,DSL,Bank transfer,No,1,No,Yes,Yes
CUST01091,66.0,Female,3,115.96,3854.31,One year,DSL,Credit card,No,1,Yes,No,Yes
CUST01092,51.0,Male,3,116.88,4162.85,One year,Fiber optic,Electronic check,No,0,No,Yes,No
CUST01093,49.0,Female,9,,8921.93,Two year,DSL,Electronic check,No,3,No,Yes,No
CUST01094,44.0,Female,8,58.48,5592.61,Two year,DSL,Electronic check,No,2,Yes,Yes,Yes
CUST01095,30.0,Male,9,33.33,3631.09,Month-to-month,No,Mailed check,No,1,Yes,No,No
CUST01096,27.0,Female,5,58.56,3346.91,Two year,DSL,Bank transfer,No,2,Yes,Yes,Yes
CUST01097,29.0,Female,8,114.28,11234.65,Month-to-month,DSL,Bank transfer,No,1,Yes,No,Yes
CUST01098,28.0,Female,3,108.96,3922.85,Month-to-month,Fiber optic,Credit card,No,3,Yes,Yes,No
CUST01099,58.0,Male,8,72.37,6970.35,One year,No,Credit card,No,2,No,No,Yes
CUST01100,36.0,Female,10,73.7,8827.45,One year,DSL,Bank transfer,No,0,No,Yes,Yes
CUST01101,21.0,Male,8,50.9,4869.42,Month-to-month,DSL,Bank transfer,No,7,Yes,No,No
CUST01102,67.0,Male,5,65.45,3804.12,Two year,Fiber optic,Bank transfer,No,0,Yes,Yes,No
CUST01103,63.0,Male,4,91.44,4391.35,Month-to-month,Fiber optic,Electronic check,No,3,No,No,Yes
CUST01104,65.0,Female,2,60.25,1417.5,Month-to-month,No,Mailed check,No,2,Yes,Yes,Yes
CUST01105,69.0,Female,4,38.81,1855.5,Month-to-month,DSL,Bank transfer,No,1,Yes,No,No
CUST01106,27.0,Female,2,74.08,1561.92,One year,Fiber optic,Credit card,Yes,3,Yes,Yes,Yes
CUST01107,38.0,Female,4,42.54,1947.92,Month-to-month,Fiber optic,Mailed check,No,0,Yes,No,No
CUST01108,57.0,Male,4,117.41,5821.06,Month-to-month,No,Electronic check,No,4,No,Yes,No
CUST01109,53.0,Male,1,59.04,679.8,Month-to-month,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST01110,26.0,Male,8,110.95,10812.91,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,No,No
CUST01111,60.0,Male,6,42.57,2980.78,Month-to-month,DSL,Mailed check,No,2,No,No,No
CUST01112,29.0,Female,5,38.93,2382.3,Month-to-month,DSL,Credit card,Yes,0,Yes,No,No
CUST01113,29.0,Female,4,81.69,3817.54,Month-to-month,Fiber optic,Mailed check,No,2,No,Yes,No
CUST01114,45.0,Male,3,97.93,3645.88,One year,DSL,Bank transfer,No,4,Yes,No,Yes
CUST01115,48.0,Male,7,76.67,6250.5,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,No
CUST01116,48.0,Male,1,42.99,472.97,One year,DSL,Mailed check,No,1,Yes,No,No
CUST01117,23.0,Male,7,23.81,1945.49,Month-to-month,No,Mailed check,No,3,Yes,Yes,No
CUST01118,63.0,Female,0,81.82,554.59,Month-to-month,DSL,Credit card,No,5,No,No,No
CUST01119,32.0,Female,9,33.12,3555.45,Two year,Fiber optic,Mailed check,No,1,No,No,Yes
CUST01120,25.0,Female,0,54.32,187.18,One year,Fiber optic,Mailed check,No,2,No,No,No
CUST01121,63.0,Male,2,87.57,2115.57,Two year,DSL,Electronic check,No,1,Yes,No,No
CUST01122,67.0,Male,4,29.82,1346.28,Month-to-month,DSL,Mailed check,No,4,No,Yes,Yes
CUST01123,62.0,Male,5,32.74,2026.97,Two year,No,Mailed check,No,3,Yes,Yes,No
CUST01124,59.0,Female,3,26.18,1011.5,Two year,DSL,Electronic check,No,3,Yes,No,Yes
CUST01125,51.0,Female,6,119.59,8832.83,Two year,DSL,Credit card,No,5,Yes,Yes,No
CUST01126,46.0,Male,6,58.71,4386.33,Two year,DSL,Credit card,No,1,No,Yes,No
CUST01127,22.0,Female,1,110.56,1590.2,Month-to-month,Fiber optic,Electronic check,No,0,Yes,No,No
CUST01128,39.0,Male,1,49.37,709.38,Month-to-month,DSL,Electronic check,No,1,Yes,Yes,No
CUST01129,37.0,Female,1,95.31,998.15,One year,No,Mailed check,No,1,No,No,Yes
CUST01130,31.0,Female,1,41.92,435.4,Month-to-month,No,Credit card,No,2,No,Yes,Yes
CUST01131,55.0,Female,8,69.83,6833.57,Two year,No,Credit card,No,3,Yes,No,Yes
CUST01132,43.0,Female,4,102.45,4912.24,Month-to-month,DSL,Mailed check,No,1,No,Yes,No
CUST01133,22.0,Male,10,101.62,12464.18,Two year,No,Bank transfer,No,2,Yes,Yes,No
CUST01134,29.0,Male,7,99.42,8587.93,Month-to-month,Fiber optic,Mailed check,No,3,Yes,Yes,No
CUST01135,53.0,Male,4,102.36,5154.78,Month-to-month,No,Bank transfer,No,1,No,Yes,Yes
CUST01136,22.0,Male,10,41.16,4896.11,Two year,Fiber optic,Mailed check,No,1,Yes,Yes,Yes
CUST01137,61.0,Female,4,68.22,3124.41,Month-to-month,DSL,Electronic check,No,2,No,No,No
CUST01138,43.0,Female,0,68.49,484.05,Month-to-month,No,Mailed check,Yes,2,No,No,No
CUST01139,43.0,Male,5,109.03,6503.2,Month-to-month,Fiber optic,Electronic check,No,5,No,No,Yes
CUST01140,48.0,Female,3,49.7,1918.5,Two year,No,Bank transfer,No,1,No,No,No
CUST01141,60.0,Male,2,113.13,2955.38,Two year,DSL,Bank transfer,No,3,No,Yes,No
CUST01142,36.0,Male,5,65.08,4072.35,Two year,No,Electronic check,No,2,No,No,No
CUST01143,53.0,Male,1,86.97,1079.08,One year,DSL,Electronic check,No,0,No,Yes,No
CUST01144,47.0,Male,7,46.9,3946.77,Month-to-month,DSL,Credit card,No,0,No,No,No
CUST01145,32.0,Male,0,61.03,493.3,Month-to-month,Fiber optic,Credit card,No,1,Yes,No,No
CUST01146,63.0,Male,8,90.97,8739.77,Month-to-month,Fiber optic,Mailed check,No,0,Yes,Yes,No
CUST01147,59.0,Male,7,71.27,6158.1,One year,Fiber optic,Electronic check,No,1,Yes,No,No
CUST01148,52.0,Female,0,113.05,362.51,One year,Fiber optic,Bank transfer,No,2,No,No,Yes
CUST01149,61.0,Male,9,93.7,10040.53,Month-to-month,DSL,Credit card,No,2,No,No,No
CUST01150,62.0,Male,8,76.44,7491.58,Month-to-month,Fiber optic,Electronic check,No,2,No,No,No
CUST01151,54.0,Male,1,108.65,1114.73,Month-to-month,DSL,Bank transfer,No,0,No,Yes,No
CUST01152,61.0,Female,2,86.55,2024.71,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,No
CUST01153,54.0,Male,1,84.73,767.64,Month-to-month,DSL,Electronic check,Yes,2,Yes,Yes,Yes
CUST01154,53.0,Female,7,44.65,3697.25,Month-to-month,DSL,Mailed check,No,4,No,Yes,Yes
CUST01155,50.0,Female,1,59.49,649.14,Month-to-month,No,Credit card,No,4,No,Yes,No
CUST01156,56.0,Female,9,88.32,9662.12,Two year,DSL,Credit card,No,3,No,No,No
CUST01157,26.0,Female,1,109.16,1426.11,Month-to-month,Fiber optic,Electronic check,No,3,Yes,No,No
CUST01158,63.0,Male,0,51.56,292.34,Two year,DSL,Mailed check,Yes,0,No,No,Yes
CUST01159,62.0,Male,6,41.56,3049.3,Month-to-month,DSL,Bank transfer,No,0,Yes,No,Yes
CUST01160,19.0,Male,1,79.37,918.26,One year,Fiber optic,Mailed check,No,3,No,Yes,No
CUST01161,60.0,Female,9,26.74,2877.11,Month-to-month,Fiber optic,Credit card,No,2,Yes,No,No
CUST01162,25.0,Male,4,91.45,4469.25,One year,Fiber optic,Electronic check,Yes,2,No,No,Yes
CUST01163,35.0,Male,4,90.31,4455.44,Month-to-month,No,Credit card,No,3,No,Yes,No
CUST01164,56.0,Female,2,55.5,1447.58,Month-to-month,No,Electronic check,No,2,Yes,Yes,No
CUST01165,26.0,Male,2,109.25,2786.85,Two year,No,Mailed check,Yes,1,No,Yes,No
CUST01166,60.0,Female,2,70.22,1756.99,One year,Fiber optic,Credit card,Yes,1,Yes,No,No
CUST01167,60.0,Female,5,84.57,5105.44,Month-to-month,Fiber optic,Mailed check,No,0,Yes,Yes,No
CUST01168,44.0,Male,3,40.97,1427.73,Month-to-month,Fiber optic,Credit card,No,3,Yes,No,No
CUST01169,18.0,Male,2,61.74,1393.2,Month-to-month,Fiber optic,Mailed check,No,2,Yes,Yes,Yes
CUST01170,33.0,Male,1,106.23,1493.5,Two year,Fiber optic,Credit card,No,5,No,No,No
CUST01171,49.0,Female,2,41.31,1045.2,One year,DSL,Electronic check,No,3,Yes,No,No
CUST01172,68.0,Female,3,59.06,2184.84,Month-to-month,DSL,Mailed check,Yes,0,No,Yes,Yes
CUST01173,50.0,Female,5,51.81,3033.92,Month-to-month,DSL,Mailed check,No,1,Yes,No,Yes
CUST01174,31.0,Female,3,35.12,1363.51,One year,DSL,Electronic check,Yes,2,Yes,Yes,No
CUST01175,50.0,Female,7,48.98,3991.29,Month-to-month,DSL,Bank transfer,No,4,Yes,No,No
CUST01176,46.0,Male,2,43.29,1126.76,One year,Fiber optic,Credit card,No,1,No,No,No
CUST01177,58.0,Male,2,112.34,2501.27,Two year,DSL,Credit card,No,3,No,No,No
CUST01178,23.0,Female,2,94.1,2197.53,One year,Fiber optic,Electronic check,Yes,1,Yes,Yes,No
CUST01179,57.0,Male,7,51.62,4313.54,Month-to-month,Fiber optic,Credit card,No,1,No,No,No
CUST01180,46.0,Male,3,96.32,3561.67,Two year,DSL,Mailed check,No,4,No,No,No
CUST01181,67.0,Female,0,22.23,139.62,Month-to-month,DSL,Mailed check,No,0,No,Yes,No
CUST01182,35.0,Male,1,72.65,734.98,One year,DSL,Electronic check,Yes,3,Yes,Yes,No
CUST01183,50.0,Female,9,45.04,4737.67,Two year,Fiber optic,Mailed check,No,0,No,Yes,No
CUST01184,66.0,Female,1,31.45,418.36,One year,Fiber optic,Bank transfer,Yes,3,Yes,No,Yes
CUST01185,23.0,Male,2,108.36,2603.85,One year,Fiber optic,Credit card,No,3,No,No,No
CUST01186,66.0,Female,5,39.95,2363.64,Month-to-month,DSL,Electronic check,No,4,No,Yes,No
CUST01187,53.0,Male,7,102.23,8454.85,Two year,Fiber optic,Electronic check,Yes,1,No,Yes,Yes
CUST01188,21.0,Male,0,61.33,486.82,Month-to-month,Fiber optic,Credit card,No,0,No,No,No
CUST01189,33.0,Male,8,21.45,2097.09,Two year,DSL,Bank transfer,No,2,Yes,No,No
CUST01190,54.0,Male,0,93.24,741.88,Month-to-month,Fiber optic,Electronic check,No,1,No,Yes,Yes
CUST01191,21.0,Male,9,79.63,8466.06,Month-to-month,Fiber optic,Credit card,No,2,No,No,Yes
CUST01192,48.0,Male,1,,768.01,Month-to-month,DSL,Bank transfer,No,2,Yes,Yes,No
CUST01193,36.0,Male,2,48.16,1296.23,Month-to-month,Fiber optic,Electronic check,No,0,No,Yes,No
CUST01194,50.0,Male,6,27.39,1988.1,Two year,DSL,Bank transfer,No,3,No,Yes,No
CUST01195,20.0,Female,8,114.12,10645.92,Two year,DSL,Electronic check,No,3,No,No,No
CUST01196,62.0,Female,2,69.4,1749.79,One year,DSL,Credit card,No,6,No,Yes,No
CUST01197,68.0,Male,7,28.57,2406.33,Month-to-month,DSL,Credit card,No,1,Yes,No,No
CUST01198,67.0,Male,8,106.85,10393.86,Month-to-month,DSL,Credit card,No,1,Yes,No,No
CUST01199,56.0,Male,9,47.89,5082.77,One year,Fiber optic,Bank transfer,No,1,Yes,Yes,No
CUST01200,25.0,Male,6,40.37,2932.42,Month-to-month,No,Mailed check,No,1,Yes,No,No
CUST01201,57.0,Female,3,48.1,1743.0,Two year,Fiber optic,Bank transfer,No,1,Yes,Yes,No
CUST01202,19.0,Female,3,76.45,2799.38,Month-to-month,Fiber optic,Credit card,No,7,Yes,Yes,No
CUST01203,19.0,Male,3,27.42,1024.69,One year,No,Electronic check,No,0,No,Yes,Yes
CUST01204,35.0,Male,5,68.18,4108.67,Two year,DSL,Mailed check,No,1,No,Yes,No
CUST01205,43.0,Male,3,109.56,3826.97,One year,DSL,Bank transfer,No,0,Yes,Yes,Yes
CUST01206,57.0,Female,4,38.83,1819.32,Two year,Fiber optic,Bank transfer,No,1,No,Yes,No
CUST01207,53.0,Male,8,53.13,5162.23,Two year,Fiber optic,Electronic check,No,0,No,Yes,Yes
CUST01208,41.0,Female,6,59.62,4350.99,One year,DSL,Electronic check,No,2,Yes,No,No
CUST01209,32.0,Female,7,78.62,6567.17,Month-to-month,Fiber optic,Credit card,No,2,No,Yes,No
CUST01210,69.0,Male,4,111.91,5273.27,Month-to-month,DSL,Bank transfer,No,1,Yes,Yes,Yes
CUST01211,40.0,Female,4,59.46,2896.85,Two year,Fiber optic,Electronic check,No,1,No,No,Yes
CUST01212,41.0,Female,10,26.93,3201.55,One year,Fiber optic,Electronic check,No,2,Yes,No,Yes
CUST01213,26.0,Female,6,54.8,4098.01,Two year,No,Mailed check,No,1,No,Yes,No
CUST01214,59.0,Male,10,39.02,4705.1,One year,No,Credit card,No,0,No,No,No
CUST01215,53.0,Male,7,85.17,7201.38,Month-to-month,Fiber optic,Credit card,No,4,Yes,No,No
CUST01216,29.0,Female,8,22.95,2152.66,Two year,DSL,Bank transfer,No,2,Yes,Yes,Yes
CUST01217,22.0,Female,1,49.2,622.78,Month-to-month,Fiber optic,Electronic check,No,2,Yes,No,No
CUST01218,53.0,Female,2,74.52,1696.69,Two year,DSL,Credit card,Yes,4,Yes,No,No
CUST01219,51.0,Female,1,47.74,559.11,Month-to-month,No,Bank transfer,No,2,Yes,Yes,No
CUST01220,32.0,Female,9,75.1,8127.74,Month-to-month,No,Credit card,No,3,No,Yes,No
CUST01221,66.0,Female,6,31.49,2262.87,Month-to-month,Fiber optic,Bank transfer,No,4,No,No,No
CUST01222,26.0,Male,1,114.26,1583.27,Two year,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01223,40.0,Female,1,49.1,471.19,Two year,Fiber optic,Credit card,No,4,No,Yes,No
CUST01224,66.0,Female,1,112.28,1123.28,Two year,DSL,Bank transfer,No,0,Yes,No,No
CUST01225,39.0,Female,3,52.59,1785.02,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,No,No
CUST01226,51.0,Female,0,98.17,775.66,Month-to-month,Fiber optic,Electronic check,No,3,Yes,Yes,Yes
CUST01227,38.0,Male,1,44.63,433.32,One year,No,Credit card,Yes,4,Yes,Yes,No
CUST01228,32.0,Female,2,86.97,2333.29,Month-to-month,DSL,Bank transfer,No,3,Yes,No,No
CUST01229,68.0,Female,6,52.38,3918.71,Two year,No,Bank transfer,No,0,No,No,No
CUST01230,39.0,Male,9,70.92,7868.14,Two year,Fiber optic,Bank transfer,No,2,Yes,No,Yes
CUST01231,64.0,Male,0,87.37,775.72,Month-to-month,No,Bank transfer,No,2,No,No,No
CUST01232,30.0,Male,5,78.88,4566.96,Two year,DSL,Credit card,Yes,1,Yes,Yes,No
CUST01233,29.0,Male,2,77.63,1936.32,Two year,Fiber optic,Mailed check,No,8,Yes,No,No
CUST01234,20.0,Male,2,26.59,622.05,Two year,No,Credit card,Yes,1,Yes,Yes,No
CUST01235,51.0,Male,3,44.92,1679.52,One year,Fiber optic,Bank transfer,No,1,No,No,No
CUST01236,37.0,Female,3,77.18,2734.95,Two year,DSL,Credit card,No,0,No,No,No
CUST01237,62.0,Female,6,21.85,1557.96,One year,Fiber optic,Credit card,No,1,Yes,Yes,Yes
CUST01238,42.0,Female,2,45.07,1191.03,Month-to-month,No,Electronic check,No,3,Yes,Yes,No
CUST01239,67.0,Female,7,42.93,3604.66,Month-to-month,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01240,27.0,Male,7,45.0,3844.36,Month-to-month,Fiber optic,Bank transfer,Yes,3,No,No,Yes
CUST01241,62.0,Male,10,73.56,8893.31,Month-to-month,No,Mailed check,No,0,No,Yes,Yes
CUST01242,58.0,Female,6,78.19,5703.87,Month-to-month,Fiber optic,Electronic check,No,2,No,Yes,No
CUST01243,57.0,Male,1,110.88,1230.22,Two year,No,Credit card,Yes,3,Yes,Yes,No
CUST01244,61.0,Female,4,58.61,2726.12,One year,Fiber optic,Bank transfer,No,0,No,No,Yes
CUST01245,57.0,Female,5,112.64,7018.94,Month-to-month,DSL,Mailed check,Yes,2,Yes,Yes,No
CUST01246,50.0,Female,9,85.19,8957.45,Month-to-month,DSL,Electronic check,No,3,No,Yes,Yes
CUST01247,25.0,Female,3,111.25,3786.66,One year,DSL,Bank transfer,No,2,No,No,No
CUST01248,20.0,Male,9,103.33,10932.39,Month-to-month,Fiber optic,Mailed check,No,2,No,No,No
CUST01249,65.0,Male,4,88.75,4499.34,Month-to-month,Fiber optic,Bank transfer,No,3,Yes,Yes,No
CUST01250,49.0,Female,8,55.62,5174.0,Two year,No,Mailed check,No,7,Yes,Yes,Yes
CUST01251,59.0,Male,10,44.12,5164.33,Two year,No,Electronic check,No,1,Yes,No,Yes
CUST01252,43.0,Female,6,42.25,2972.74,One year,DSL,Credit card,No,3,Yes,No,No
CUST01253,24.0,Male,1,115.2,1229.7,One year,Fiber optic,Credit card,No,0,No,Yes,No
CUST01254,24.0,Female,10,115.84,13942.27,Month-to-month,Fiber optic,Electronic check,Yes,0,No,Yes,No
CUST01255,53.0,Female,0,92.47,810.76,One year,DSL,Electronic check,No,1,No,Yes,Yes
CUST01256,40.0,Female,1,108.36,1277.64,One year,Fiber optic,Electronic check,Yes,6,No,Yes,No
CUST01257,28.0,Male,2,111.88,2543.4,Two year,DSL,Mailed check,No,2,Yes,Yes,No
CUST01258,43.0,Male,10,71.16,8673.96,Month-to-month,DSL,Mailed check,No,1,No,Yes,Yes
CUST01259,21.0,Female,1,82.9,938.0,Two year,DSL,Mailed check,No,0,No,No,No
CUST01260,48.0,Male,10,61.88,7292.43,Month-to-month,Fiber optic,Mailed check,Yes,4,No,Yes,No
CUST01261,32.0,Female,2,61.85,1593.78,One year,Fiber optic,Mailed check,No,1,No,No,No
CUST01262,59.0,Female,9,23.86,2505.79,One year,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST01263,34.0,Female,10,63.38,,One year,Fiber optic,Mailed check,Yes,4,No,No,No
CUST01264,41.0,Female,10,87.34,10551.86,One year,DSL,Electronic check,No,2,No,No,No
CUST01265,19.0,Male,8,62.2,5822.96,Month-to-month,DSL,Mailed check,Yes,1,Yes,Yes,No
CUST01266,22.0,Female,3,107.23,3703.04,Month-to-month,DSL,Bank transfer,Yes,2,No,Yes,No
CUST01267,38.0,Female,8,53.26,5079.15,Month-to-month,DSL,Mailed check,Yes,4,Yes,No,Yes
CUST01268,42.0,Male,10,33.28,3973.26,Month-to-month,No,Credit card,No,4,Yes,No,Yes
CUST01269,49.0,Female,2,101.14,2714.37,Month-to-month,Fiber optic,Credit card,No,0,No,Yes,No
CUST01270,33.0,Male,0,87.39,616.37,One year,DSL,Electronic check,No,1,No,Yes,No
CUST01271,53.0,Male,10,44.19,5180.31,Month-to-month,DSL,Credit card,No,1,Yes,Yes,Yes
CUST01272,62.0,Male,4,73.64,3411.77,Month-to-month,Fiber optic,Credit card,No,2,Yes,Yes,No
CUST01273,58.0,Female,9,60.19,6542.48,One year,Fiber optic,Credit card,No,3,Yes,No,No
CUST01274,20.0,Male,9,113.87,12443.6,Two year,Fiber optic,Electronic check,Yes,1,No,No,No
CUST01275,43.0,Female,1,80.73,910.91,Two year,DSL,Electronic check,No,3,No,Yes,No
CUST01276,23.0,Female,3,35.85,1367.4,Two year,Fiber optic,Mailed check,Yes,3,Yes,Yes,No
CUST01277,30.0,Male,1,70.21,1029.39,One year,DSL,Credit card,No,3,Yes,Yes,No
CUST01278,68.0,Male,1,106.24,1347.6,Month-to-month,No,Mailed check,No,5,Yes,No,No
CUST01279,25.0,Female,2,87.14,2124.05,Two year,DSL,Electronic check,No,2,Yes,Yes,No
CUST01280,43.0,Male,4,104.23,5159.96,Month-to-month,DSL,Mailed check,Yes,1,No,Yes,Yes
CUST01281,50.0,Female,3,45.05,1698.03,Month-to-month,Fiber optic,Mailed check,No,3,Yes,Yes,Yes
CUST01282,54.0,Male,1,108.82,1120.04,Month-to-month,DSL,Credit card,No,3,No,Yes,Yes
CUST01283,47.0,Male,10,95.55,11456.69,Month-to-month,Fiber optic,Electronic check,No,1,No,No,No
CUST01284,18.0,Female,9,92.88,10001.98,One year,DSL,Credit card,No,3,No,No,No
CUST01285,35.0,Male,1,54.66,800.71,One year,DSL,Mailed check,No,0,Yes,Yes,No
CUST01286,44.0,Male,5,108.75,6271.69,Month-to-month,No,Electronic check,Yes,0,No,No,No
CUST01287,22.0,Male,6,83.79,6256.01,Two year,DSL,Mailed check,No,1,Yes,No,No
CUST01288,36.0,Male,9,105.17,11404.15,One year,DSL,Mailed check,No,6,No,No,No
